(726, 817) | (768, 558)
(300, 337) | (719, 980)
(401, 14) | (290, 240)
(604, 595) | (80, 929)
(191, 826) | (272, 654)
(719, 196) | (2, 706)
(853, 423) | (425, 699)
(540, 605) | (721, 25)
(685, 791) | (751, 953)
(356, 645) | (217, 166)
(630, 168) | (389, 848)
(750, 897) | (301, 383)
(874, 491) | (800, 170)
(690, 765) | (172, 703)
(480, 687) | (75, 130)
(712, 691) | (85, 799)
(710, 303) | (715, 199)
(498, 186) | (531, 701)
(325, 376) | (619, 556)
(750, 48) | (546, 651)
(478, 745) | (421, 941)
(431, 33) | (333, 595)
(118, 492) | (687, 639)
(118, 779) | (353, 333)
(240, 156) | (533, 330)
(828, 59) | (401, 327)
(113, 557) | (727, 108)
(408, 730) | (832, 375)
(68, 111) | (842, 381)
(37, 146) | (940, 727)
(890, 101) | (983, 107)
(844, 791) | (771, 354)
(438, 11) | (508, 52)
(861, 865) | (717, 866)
(385, 448) | (525, 277)
(394, 385) | (855, 426)
(319, 302) | (964, 348)
(895, 714) | (584, 194)
(616, 984) | (220, 865)
(584, 25) | (838, 45)
(959, 568) | (501, 197)
(792, 13) | (793, 338)
(110, 514) | (335, 70)
(354, 191) | (505, 3)
(355, 528) | (520, 20)
(332, 274) | (580, 646)
(147, 699) | (754, 443)
(730, 278) | (252, 596)
(501, 515) | (54, 291)
(813, 957) | (906, 195)
(621, 773) | (172, 599)
(44, 464) | (126, 373)
(54, 758) | (772, 169)
(140, 41) | (583, 50)
(56, 952) | (857, 322)
(759, 131) | (272, 792)
(226, 128) | (592, 782)
(660, 453) | (256, 845)
(876, 993) | (632, 695)
(414, 471) | (91, 163)
(111, 262) | (206, 480)
(734, 358) | (543, 804)
(746, 532) | (811, 774)
(373, 914) | (672, 307)
(659, 531) | (810, 622)
(688, 578) | (425, 544)
(878, 180) | (509, 865)
(423, 72) | (683, 40)
(160, 639) | (809, 722)
(469, 804) | (346, 645)
(580, 112) | (989, 516)
(168, 203) | (119, 931)
(859, 507) | (803, 570)
(876, 620) | (582, 26)
(218, 965) | (788, 524)
(534, 233) | (359, 97)
(112, 907) | (954, 952)
(666, 228) | (743, 327)
(98, 899) | (920, 500)
(830, 555) | (649, 261)
(943, 643) | (129, 510)
(123, 762) | (222, 803)
(890, 924) | (748, 836)
(985, 891) | (103, 506)
(688, 34) | (464, 158)
(350, 850) | (610, 803)
(618, 157) | (830, 80)
(61, 294) | (440, 944)
(453, 994) | (196, 415)
(49, 437) | (217, 953)
(200, 965) | (497, 491)
(366, 88) | (915, 519)
(404, 905) | (687, 2)
(735, 743) | (424, 619)
(535, 935) | (575, 204)
(12, 665) | (334, 467)
(929, 934) | (776, 994)
(719, 48) | (991, 83)
(939, 581) | (261, 225)
(34, 163) | (334, 344)
(867, 937) | (26, 449)
(294, 904) | (165, 902)
(496, 540) | (924, 205)
(580, 928) | (447, 255)
(977, 379) | (612, 322)
(189, 586) | (427, 223)
(344, 271) | (650, 115)
(915, 37) | (891, 490)
(593, 828) | (679, 627)
(107, 613) | (410, 727)
(264, 971) | (107, 748)
(344, 274) | (414, 851)
(57, 466) | (140, 134)
(407, 488) | (650, 197)
(737, 562) | (822, 848)
(663, 616) | (799, 632)
(207, 167) | (323, 788)
(3, 742) | (967, 465)
(439, 972) | (274, 919)
(368, 68) | (243, 138)
(281, 495) | (158, 900)
(414, 425) | (615, 321)
(168, 619) | (341, 194)
(2, 272) | (991, 525)
(240, 744) | (297, 816)
(575, 70) | (156, 170)
(299, 102) | (554, 722)
(683, 119) | (46, 101)
(642, 175) | (874, 257)
(161, 755) | (87, 15)
(948, 597) | (162, 832)
(18, 997) | (112, 690)
(432, 279) | (221, 847)
(98, 140) | (992, 596)
(909, 318) | (933, 416)
(565, 284) | (442, 111)
(983, 851) | (373, 189)
(589, 952) | (279, 782)
(519, 313) | (913, 795)
(452, 353) | (423, 72)
(924, 602) | (988, 360)
(650, 321) | (504, 767)
(918, 909) | (56, 239)
(810, 128) | (493, 77)
(839, 769) | (367, 920)
(31, 911) | (928, 944)
(765, 230) | (827, 668)
(353, 752) | (449, 921)
(465, 214) | (346, 201)
(935, 848) | (705, 293)
(244, 730) | (663, 83)
(64, 973) | (645, 574)
(395, 143) | (995, 988)
(247, 917) | (892, 360)
(76, 829) | (650, 133)
(776, 472) | (708, 473)
(841, 271) | (16, 496)
(363, 891) | (740, 569)
(800, 947) | (125, 561)
(462, 884) | (276, 218)
(303, 931) | (964, 230)
(69, 922) | (719, 595)
(130, 751) | (60, 989)
(704, 507) | (23, 532)
(291, 215) | (427, 105)
(126, 624) | (264, 108)
(939, 133) | (93, 739)
(399, 205) | (800, 672)
(544, 473) | (887, 712)
(574, 963) | (911, 180)
(189, 22) | (557, 134)
(471, 965) | (7, 138)
(262, 619) | (783, 132)
(652, 414) | (110, 765)
(328, 38) | (194, 509)
(972, 220) | (735, 278)
(737, 411) | (423, 24)
(493, 746) | (637, 472)
(413, 424) | (798, 134)
(670, 961) | (800, 470)
(392, 983) | (137, 373)
(115, 628) | (173, 561)
(786, 856) | (398, 873)
(612, 604) | (604, 410)
(748, 23) | (581, 723)
(184, 428) | (49, 252)
(883, 851) | (152, 322)
(615, 797) | (253, 79)
(222, 713) | (118, 78)
(546, 705) | (276, 893)
(895, 64) | (776, 741)
(673, 883) | (338, 793)
(906, 290) | (257, 654)
(27, 670) | (687, 14)
(539, 106) | (666, 259)
(623, 990) | (39, 902)
(174, 874) | (108, 971)
(230, 428) | (917, 104)
(533, 892) | (911, 719)
(562, 881) | (562, 411)
(615, 414) | (178, 782)
(975, 4) | (862, 972)
(448, 436) | (934, 195)
(644, 904) | (124, 896)
(722, 762) | (672, 523)
(274, 447) | (259, 113)
(609, 561) | (411, 991)
(877, 327) | (97, 488)
(650, 420) | (689, 365)
(682, 80) | (663, 317)
(247, 925) | (699, 274)
(814, 336) | (308, 765)
(402, 652) | (634, 311)
(449, 234) | (800, 906)
(302, 908) | (308, 992)
(505, 293) | (310, 693)
(114, 604) | (365, 759)
(458, 884) | (835, 524)
(632, 371) | (62, 649)
(918, 341) | (53, 763)
(30, 822) | (905, 261)
(854, 709) | (907, 289)
(649, 689) | (560, 173)
(101, 778) | (945, 821)
(985, 856) | (425, 293)
(292, 351) | (632, 312)
(722, 198) | (624, 542)
(579, 343) | (173, 647)
(457, 745) | (892, 64)
(108, 208) | (462, 845)
(868, 561) | (934, 502)
(781, 337) | (959, 708)
(365, 559) | (109, 691)
(886, 339) | (857, 247)
(512, 229) | (689, 439)
(390, 876) | (922, 220)
(320, 78) | (347, 326)
(219, 748) | (294, 642)
(85, 417) | (966, 444)
(547, 622) | (725, 904)
(159, 343) | (133, 439)
(328, 145) | (884, 1)
(735, 870) | (530, 586)
(555, 946) | (917, 986)
(383, 416) | (87, 578)
(530, 780) | (430, 720)
(219, 85) | (46, 801)
(464, 352) | (594, 636)
(238, 573) | (988, 345)
(656, 342) | (471, 832)
(78, 93) | (393, 949)
(659, 16) | (556, 976)
(742, 754) | (173, 519)
(459, 747) | (247, 967)
(535, 185) | (896, 57)
(83, 386) | (467, 91)
(6, 514) | (686, 346)
(563, 261) | (206, 719)
(200, 138) | (819, 150)
(708, 111) | (752, 798)
(352, 602) | (952, 584)
(802, 651) | (32, 493)
(636, 114) | (770, 94)
(389, 815) | (583, 768)
(153, 933) | (13, 596)
(928, 207) | (100, 206)
(201, 979) | (367, 225)
(98, 707) | (623, 811)
(101, 615) | (706, 672)
(897, 583) | (745, 27)
(968, 207) | (269, 419)
(908, 430) | (120, 396)
(713, 164) | (899, 631)
(303, 342) | (420, 753)
(906, 256) | (797, 501)
(629, 174) | (548, 405)
(682, 679) | (143, 317)
(141, 705) | (722, 282)
(699, 266) | (913, 595)
(542, 216) | (710, 501)
(510, 408) | (121, 709)
(877, 308) | (907, 190)
(8, 985) | (438, 336)
(46, 625) | (296, 552)
(497, 35) | (450, 458)
(999, 181) | (167, 834)
(963, 432) | (938, 4)
(338, 510) | (317, 922)
(651, 206) | (603, 919)
(13, 958) | (607, 78)
(270, 420) | (444, 866)
(825, 174) | (179, 943)
(852, 42) | (221, 644)
(726, 575) | (447, 711)
(438, 80) | (725, 279)
(888, 885) | (220, 207)
(560, 708) | (834, 423)
(667, 369) | (744, 315)
(285, 559) | (613, 786)
(44, 546) | (353, 330)
(960, 646) | (308, 237)
(972, 178) | (478, 33)
(823, 16) | (14, 311)
(104, 573) | (533, 583)
(371, 422) | (45, 208)
(62, 230) | (654, 347)
(107, 431) | (932, 4)
(159, 253) | (408, 516)
(98, 733) | (934, 900)
(953, 378) | (725, 133)
(696, 764) | (673, 927)
(519, 101) | (231, 360)
(767, 854) | (459, 632)
(616, 162) | (4, 174)
(695, 973) | (565, 918)
(500, 232) | (282, 487)
(858, 505) | (529, 754)
(251, 594) | (953, 57)
(555, 64) | (654, 902)
(917, 269) | (84, 470)
(615, 600) | (793, 651)
(387, 281) | (781, 973)
(243, 862) | (780, 878)
(131, 639) | (609, 555)
(925, 598) | (921, 472)
(403, 388) | (608, 299)
(332, 599) | (734, 761)
(229, 581) | (290, 49)
(29, 40) | (346, 284)
(621, 61) | (237, 551)
(271, 914) | (712, 977)
(997, 944) | (724, 999)
(65, 370) | (970, 526)
(953, 877) | (939, 473)
(458, 119) | (50, 350)
(544, 781) | (872, 474)
(372, 252) | (10, 903)
(724, 30) | (493, 22)
(288, 96) | (735, 453)
(322, 798) | (472, 182)
(337, 648) | (267, 646)
(452, 591) | (879, 216)
(773, 51) | (826, 224)
(37, 437) | (900, 80)
(343, 92) | (185, 24)
(283, 190) | (732, 557)
(448, 78) | (573, 729)
(90, 73) | (941, 661)
(23, 98) | (49, 58)
(552, 257) | (587, 685)
(580, 428) | (439, 188)
(342, 217) | (484, 424)
(840, 308) | (867, 273)
(640, 681) | (412, 637)
(643, 225) | (45, 649)
(815, 762) | (773, 209)
(189, 902) | (140, 977)
(64, 598) | (322, 377)
(216, 279) | (267, 598)
(952, 942) | (428, 385)
(919, 693) | (211, 175)
(898, 631) | (160, 726)
(849, 662) | (363, 948)
(732, 267) | (8, 208)
(43, 217) | (716, 152)
(713, 803) | (358, 431)
(252, 889) | (989, 308)
(678, 489) | (194, 179)
(260, 4) | (369, 26)
(700, 711) | (260, 484)
(297, 746) | (375, 953)
(730, 418) | (603, 737)
(413, 425) | (788, 422)
(532, 863) | (468, 333)
(836, 688) | (151, 81)
(366, 768) | (757, 597)
(211, 724) | (477, 912)
(780, 523) | (307, 685)
(489, 279) | (182, 316)
(924, 964) | (855, 123)
(131, 650) | (687, 256)
(927, 816) | (414, 57)
(468, 620) | (416, 138)
(945, 152) | (77, 923)
(166, 51) | (816, 489)
(876, 89) | (607, 153)
(643, 525) | (153, 378)
(814, 432) | (67, 376)
(852, 786) | (412, 486)
(248, 208) | (59, 235)
(113, 438) | (144, 367)
(200, 316) | (838, 617)
(217, 567) | (394, 281)
(386, 789) | (203, 484)
(635, 390) | (911, 641)
(739, 408) | (434, 832)
(652, 447) | (252, 943)
(494, 235) | (292, 384)
(571, 967) | (99, 899)
(117, 629) | (800, 257)
(212, 558) | (411, 264)
(593, 384) | (302, 74)
(907, 442) | (613, 670)
(594, 251) | (121, 303)
(475, 840) | (558, 134)
(520, 396) | (715, 462)
(122, 230) | (358, 206)
(308, 498) | (339, 437)
(688, 446) | (639, 399)
(669, 908) | (489, 475)
(528, 460) | (668, 665)
(946, 446) | (709, 994)
(45, 389) | (460, 234)
(597, 38) | (849, 151)
(997, 121) | (733, 234)
(130, 646) | (441, 320)
(219, 642) | (943, 107)
(699, 693) | (897, 878)
(22, 435) | (913, 916)
(188, 378) | (14, 398)
(500, 712) | (653, 885)
(320, 724) | (711, 129)
(628, 491) | (547, 303)
(373, 119) | (766, 459)
(910, 213) | (769, 689)
(317, 820) | (974, 511)
(893, 813) | (828, 994)
(563, 892) | (419, 560)
(205, 884) | (926, 261)
(666, 41) | (499, 296)
(134, 630) | (592, 411)
(379, 118) | (884, 768)
(924, 379) | (560, 137)
(937, 351) | (924, 384)
(374, 56) | (794, 425)
(279, 597) | (839, 177)
(39, 152) | (81, 224)
(501, 436) | (475, 289)
(989, 530) | (144, 179)
(727, 750) | (145, 344)
(798, 748) | (518, 630)
(241, 714) | (170, 752)
(772, 86) | (719, 148)
(423, 101) | (240, 215)
(784, 694) | (115, 324)
(899, 183) | (947, 662)
(130, 359) | (433, 399)
(455, 975) | (867, 97)
(37, 255) | (517, 958)
(573, 584) | (299, 407)
(630, 916) | (893, 941)
(102, 111) | (595, 131)
(881, 24) | (163, 597)
(244, 688) | (123, 163)
(710, 940) | (287, 558)
(290, 723) | (513, 30)
(750, 513) | (122, 168)
(357, 906) | (237, 440)
(227, 975) | (824, 825)
(280, 467) | (629, 326)
(413, 543) | (21, 689)
(564, 851) | (254, 141)
(352, 76) | (693, 661)
(330, 270) | (863, 414)
(83, 464) | (560, 355)
(392, 424) | (282, 209)
(441, 668) | (66, 942)
(619, 86) | (129, 577)
(465, 618) | (661, 249)
(735, 210) | (102, 950)
(316, 388) | (394, 637)
(985, 505) | (990, 472)
(642, 144) | (428, 321)
(242, 534) | (62, 688)
(125, 668) | (337, 706)
(768, 224) | (398, 523)
(567, 414) | (204, 963)
(387, 264) | (319, 970)
(995, 644) | (985, 563)
(77, 628) | (182, 728)
(910, 279) | (891, 660)
(734, 119) | (211, 820)
(552, 278) | (613, 959)
(348, 155) | (360, 730)
(344, 205) | (225, 711)
(426, 839) | (901, 78)
(211, 726) | (560, 652)
(395, 175) | (890, 242)
(74, 118) | (327, 238)
(766, 180) | (568, 922)
(441, 23) | (673, 905)
(843, 475) | (225, 970)
(384, 695) | (918, 170)
(78, 103) | (195, 504)
(977, 188) | (459, 544)
(517, 489) | (781, 976)
(496, 104) | (369, 753)
(439, 597) | (844, 33)
(305, 937) | (386, 345)
(165, 323) | (484, 705)
(755, 102) | (704, 658)
(959, 225) | (334, 773)
(30, 42) | (443, 196)
(827, 173) | (561, 575)
(373, 146) | (207, 907)
(202, 734) | (943, 998)
(510, 646) | (929, 852)
(872, 682) | (195, 448)
(18, 968) | (566, 210)
(285, 180) | (580, 605)
(327, 53) | (636, 801)
(771, 31) | (763, 700)
(345, 975) | (787, 857)
(903, 925) | (823, 352)
(966, 992) | (856, 463)
(164, 904) | (361, 67)
(68, 71) | (112, 825)
(92, 318) | (282, 455)
(693, 428) | (476, 740)
(39, 974) | (163, 16)
(514, 309) | (317, 665)
(749, 278) | (450, 455)
(728, 79) | (248, 532)
(339, 511) | (128, 954)
(622, 423) | (202, 1)
(170, 53) | (236, 533)
(973, 427) | (782, 499)
(453, 239) | (639, 843)
(112, 507) | (715, 591)
(451, 559) | (539, 32)
(580, 748) | (250, 898)
(397, 195) | (767, 879)
(647, 778) | (410, 579)
(836, 578) | (376, 911)
(829, 942) | (384, 669)
(338, 554) | (953, 902)
(856, 232) | (948, 882)
(519, 909) | (58, 8)
(703, 2) | (859, 728)
(361, 485) | (113, 16)
(448, 121) | (921, 848)
(578, 745) | (332, 592)
(573, 953) | (776, 539)
(694, 821) | (557, 121)
(98, 609) | (492, 246)
(705, 840) | (183, 332)
(916, 670) | (706, 111)
(932, 111) | (279, 203)
(931, 822) | (93, 939)
(59, 328) | (155, 5)
(455, 332) | (204, 370)
(475, 242) | (519, 95)
(466, 583) | (392, 917)
(638, 895) | (455, 383)
(869, 766) | (520, 953)
(527, 911) | (920, 113)
(437, 563) | (224, 397)
(590, 836) | (200, 370)
(836, 142) | (141, 299)
(139, 73) | (18, 484)
(363, 521) | (968, 413)
(802, 354) | (928, 294)
(632, 242) | (168, 541)
(519, 499) | (293, 782)
(965, 228) | (546, 65)
(81, 952) | (63, 103)
(945, 177) | (270, 489)
(809, 542) | (661, 516)
(828, 580) | (404, 836)
(165, 737) | (380, 345)
(562, 529) | (208, 960)
(209, 31) | (931, 174)
(471, 450) | (561, 422)
(303, 541) | (987, 62)
(803, 109) | (729, 930)
(739, 464) | (329, 132)
(917, 727) | (3, 664)
(70, 655) | (607, 828)
(886, 279) | (706, 101)
(246, 339) | (497, 423)
(373, 639) | (211, 53)
(847, 974) | (743, 732)
(471, 735) | (422, 656)
(883, 164) | (571, 516)
(229, 968) | (221, 98)
(500, 356) | (239, 710)
(462, 489) | (509, 635)
(744, 155) | (127, 126)
(87, 590) | (748, 46)
(80, 857) | (862, 159)
(399, 749) | (392, 715)
(943, 249) | (258, 389)
(925, 104) | (339, 523)
(279, 455) | (816, 898)
(540, 304) | (664, 485)
(790, 29) | (923, 331)
(594, 67) | (396, 646)
(83, 691) | (86, 241)
(685, 875) | (738, 399)
(980, 444) | (131, 331)
(437, 458) | (12, 102)
(698, 595) | (320, 470)
(687, 299) | (71, 943)
(418, 391) | (592, 147)
(738, 263) | (587, 505)
(280, 980) | (93, 343)
(401, 216) | (946, 794)
(423, 456) | (629, 191)
(819, 494) | (658, 651)
(151, 551) | (245, 981)
(357, 93) | (424, 709)
(414, 623) | (589, 789)
(709, 548) | (619, 406)
(985, 628) | (297, 884)
(394, 419) | (484, 280)
(380, 714) | (210, 794)
(424, 387) | (951, 74)
(47, 950) | (407, 708)
(538, 963) | (152, 766)
(100, 134) | (186, 880)
(685, 914) | (206, 320)
(764, 911) | (391, 235)
(164, 45) | (147, 302)
(149, 658) | (349, 827)
(875, 737) | (951, 817)
(976, 727) | (968, 109)
(227, 303) | (697, 319)
(20, 92) | (658, 827)
(949, 937) | (937, 288)
(881, 346) | (380, 788)
(682, 829) | (55, 355)
(203, 176) | (159, 213)
(700, 150) | (555, 644)
(874, 938) | (942, 168)
(614, 189) | (473, 395)
(11, 841) | (725, 704)
(270, 595) | (87, 761)
(370, 668) | (549, 807)
(951, 873) | (35, 721)
(11, 515) | (391, 798)
(703, 807) | (993, 773)
(847, 995) | (5, 213)
(919, 113) | (853, 758)
(708, 807) | (101, 297)
(351, 289) | (537, 298)
(951, 472) | (854, 425)
(192, 597) | (466, 593)
(172, 738) | (499, 470)
(575, 253) | (717, 622)
(561, 407) | (364, 684)
(419, 550) | (302, 375)
(710, 495) | (55, 575)
(304, 116) | (848, 8)
(809, 881) | (487, 346)
(912, 330) | (382, 921)
(914, 507) | (175, 553)
(791, 796) | (477, 597)
(137, 999) | (686, 517)
(86, 554) | (282, 658)
(426, 73) | (827, 860)
(520, 789) | (631, 404)
(26, 751) | (941, 438)
(229, 212) | (122, 181)
(754, 396) | (12, 408)
(370, 256) | (631, 634)
(582, 930) | (335, 545)
(676, 733) | (339, 627)
(34, 647) | (338, 952)
(419, 246) | (864, 105)
(920, 112) | (953, 321)
(428, 392) | (624, 839)
(993, 683) | (135, 152)
(384, 128) | (904, 444)
(972, 417) | (825, 967)
(238, 478) | (824, 269)
(18, 356) | (698, 933)
(942, 194) | (791, 52)
(529, 268) | (740, 388)
(162, 476) | (737, 764)
(580, 460) | (177, 743)
(462, 725) | (59, 169)
(777, 450) | (927, 805)
(398, 921) | (458, 79)
(141, 849) | (757, 845)
(228, 253) | (8, 81)
(922, 200) | (591, 413)
(688, 360) | (134, 591)
(52, 356) | (974, 556)
(160, 502) | (22, 230)
(621, 617) | (619, 909)
(142, 696) | (98, 189)
(590, 984) | (332, 225)
(814, 550) | (240, 486)
(175, 671) | (885, 582)
(717, 692) | (597, 838)
(173, 862) | (473, 672)
(94, 935) | (113, 943)
(513, 135) | (823, 869)
(995, 560) | (775, 247)
(705, 752) | (193, 360)
(659, 562) | (101, 326)
(278, 503) | (705, 503)
(738, 774) | (277, 545)
(149, 744) | (45, 150)
(138, 926) | (391, 282)
(952, 187) | (822, 892)
(565, 492) | (72, 789)
(914, 160) | (427, 536)
(540, 995) | (536, 490)
(662, 237) | (489, 424)
(835, 257) | (153, 812)
(818, 349) | (418, 694)
(788, 653) | (524, 458)
(548, 742) | (998, 435)
(696, 75) | (179, 319)
(208, 491) | (567, 289)
(713, 753) | (924, 541)
(969, 845) | (628, 728)
(230, 204) | (301, 714)
(139, 400) | (904, 557)
(585, 499) | (221, 146)
(241, 499) | (951, 570)
(850, 7) | (349, 160)
(967, 968) | (372, 518)
(971, 494) | (615, 716)
(50, 156) | (636, 414)
(619, 823) | (360, 751)
(709, 660) | (458, 119)
(502, 979) | (933, 398)
(140, 68) | (411, 297)
(262, 525) | (349, 650)
(546, 437) | (52, 456)
(147, 216) | (481, 168)
(466, 853) | (630, 747)
(368, 651) | (566, 488)
(854, 59) | (139, 868)
(817, 46) | (439, 292)
(668, 971) | (258, 981)
(363, 514) | (311, 179)
(23, 58) | (162, 163)
(992, 780) | (725, 518)
(290, 597) | (281, 203)
(731, 76) | (400, 193)
(630, 501) | (492, 330)
(652, 676) | (776, 269)
(265, 654) | (73, 222)
(648, 151) | (658, 507)
(40, 160) | (584, 142)
(470, 830) | (238, 858)
(726, 662) | (776, 749)
(975, 21) | (751, 766)
(97, 509) | (776, 929)
(645, 123) | (810, 259)
(392, 510) | (228, 569)
(277, 406) | (122, 600)
(694, 899) | (285, 22)
(481, 273) | (222, 309)
(662, 467) | (371, 932)
(154, 496) | (15, 139)
(385, 623) | (591, 140)
(622, 83) | (464, 290)
(728, 707) | (192, 712)
(267, 762) | (541, 928)
(449, 745) | (783, 690)
(924, 292) | (306, 642)
(818, 522) | (689, 353)
(891, 119) | (267, 962)
(340, 441) | (558, 985)
(104, 456) | (11, 465)
(235, 931) | (927, 914)
(952, 87) | (524, 602)
(339, 913) | (451, 267)
(859, 486) | (737, 1)
(991, 938) | (419, 833)
(579, 354) | (831, 656)
(348, 977) | (753, 420)
(259, 738) | (547, 143)
(22, 836) | (419, 517)
(296, 235) | (582, 212)
(429, 119) | (548, 795)
(584, 683) | (795, 72)
(740, 440) | (476, 815)
(169, 848) | (293, 460)
(309, 63) | (749, 626)
(797, 136) | (54, 327)
(373, 463) | (716, 7)
(164, 949) | (918, 359)
(728, 481) | (492, 970)
(134, 968) | (307, 846)
(791, 957) | (324, 912)
(7, 413) | (449, 585)
(895, 162) | (290, 329)
(783, 950) | (286, 584)
(391, 826) | (92, 978)
(584, 526) | (976, 756)
(716, 143) | (38, 214)
(785, 805) | (672, 445)
(674, 208) | (60, 444)
(691, 28) | (220, 427)
(303, 140) | (946, 689)
(187, 648) | (598, 921)
(841, 178) | (751, 210)
(350, 140) | (463, 441)
(541, 196) | (730, 228)
(144, 290) | (142, 122)
(936, 97) | (116, 628)
(937, 752) | (340, 305)
(696, 482) | (833, 831)
(453, 861) | (58, 938)
(314, 959) | (205, 273)
(273, 722) | (881, 49)
(668, 237) | (593, 387)
(492, 312) | (213, 279)
(878, 997) | (949, 621)
(210, 664) | (974, 762)
(980, 405) | (358, 727)
(900, 927) | (429, 243)
(365, 334) | (53, 218)
(149, 651) | (408, 583)
(356, 905) | (546, 711)
(754, 755) | (753, 857)
(691, 152) | (727, 39)
(869, 967) | (883, 509)
(946, 398) | (566, 519)
(364, 190) | (617, 778)
(712, 507) | (36, 789)
(548, 110) | (930, 22)
(956, 847) | (508, 190)
(707, 820) | (169, 846)
(769, 91) | (479, 857)
(321, 40) | (333, 158)
(857, 175) | (309, 166)
(857, 866) | (596, 136)
(6, 185) | (435, 400)
(392, 99) | (51, 617)
(119, 549) | (436, 690)
(217, 2) | (609, 257)
(222, 604) | (19, 811)
(295, 185) | (947, 979)
(44, 576) | (673, 60)
(473, 240) | (306, 467)
(233, 167) | (996, 610)
(744, 748) | (680, 934)
(605, 581) | (100, 121)
(894, 140) | (396, 236)
(313, 157) | (698, 146)
(195, 754) | (558, 495)
(933, 685) | (267, 855)
(520, 109) | (398, 26)
(365, 353) | (917, 622)
(128, 996) | (520, 703)
(393, 599) | (965, 414)
(90, 110) | (3, 267)
(417, 39) | (904, 991)
(895, 288) | (702, 976)
(348, 573) | (182, 651)
(313, 231) | (388, 505)
(439, 106) | (370, 973)
(719, 98) | (167, 279)
(3, 136) | (282, 981)
(60, 416) | (818, 535)
(242, 438) | (742, 421)
(250, 911) | (576, 269)
(169, 921) | (352, 357)
(264, 70) | (369, 648)
(300, 331) | (423, 379)
(818, 903) | (40, 204)
(603, 299) | (143, 211)
(957, 733) | (583, 672)
(657, 702) | (159, 135)
(797, 593) | (789, 511)
(533, 870) | (466, 529)
(569, 965) | (190, 854)
(541, 54) | (41, 76)
(648, 628) | (519, 538)
(887, 684) | (632, 44)
(708, 92) | (179, 519)
(827, 429) | (282, 934)
(695, 802) | (947, 201)
(956, 721) | (903, 873)
(105, 994) | (149, 722)
(17, 526) | (560, 52)
(780, 22) | (376, 881)
(634, 714) | (525, 672)
(796, 687) | (91, 414)
(235, 834) | (230, 686)
(11, 105) | (786, 515)
(287, 644) | (656, 285)
(842, 75) | (472, 642)
(967, 433) | (153, 229)
(677, 603) | (440, 875)
(433, 94) | (607, 692)
(475, 119) | (796, 948)
(263, 511) | (266, 518)
(212, 593) | (594, 82)
(531, 781) | (180, 831)
(137, 412) | (828, 345)
(964, 151) | (203, 329)
(352, 19) | (49, 954)
(689, 159) | (32, 428)
(717, 352) | (375, 625)
(964, 643) | (281, 482)
(369, 918) | (659, 938)
(933, 576) | (815, 764)
(283, 709) | (749, 606)
(951, 340) | (989, 113)
(840, 870) | (208, 76)
(756, 751) | (605, 610)
(796, 244) | (623, 675)
(275, 200) | (501, 601)
